novoteste;novoteste;novoteste;novoteste;novoteste;novoteste
0.3125; (0.9999999999999732+0j); 0.5337247820872499; 0.9548850953987419; 0.9999436680303173; 0.9999999999996629
0.328125; (0.9999999999999943+0j); 0.5454149970007814; 0.9610789185910957; 0.9999654619153051; 0.9999999999999197
0.34375; (0.9999999999999988+0j); 0.5559953852468346; 0.9663225200693649; 0.999978823650709; 0.9999999999999809
0.359375; (0.9999999999999998+0j); 0.5654917778514004; 0.970743917447765; 0.9999870153789617; 0.9999999999999956
0.375; (1+0j); 0.5739273593667362; 0.9744510549982298; 0.9999920370337188; 0.9999999999999989
0.390625; (1+0j); 0.581322724474276; 0.9775344390086124; 0.9999951146049109; 0.9999999999999998
0.40625; (1+0j); 0.5876959282646144; 0.9800693474088537; 0.9999969994526925; 1.0
0.421875; (1+0j); 0.5930625303173175; 0.982117667611069; 0.9999981517449791; 1.0
0.4375; (1+0j); 0.5974356326881781; 0.983729407432695; 0.9999988528031297; 1.0
0.453125; (1+0j); 0.6008259118966564; 0.9849439159904707; 0.9999992737839196; 1.0
0.46875; (1+0j); 0.603241644991601; 0.9857908443722325; 0.9999995174658618; 1.0
0.484375; (1+0j); 0.6046887297588885; 0.9862908695404258; 0.9999996433416176; 1.0
0.5; (1+0j); 0.6051706991203138; 0.9864561991407583; 0.9999996821425731; 1.0
0.515625; (1+0j); 0.6046887297588883; 0.9862908695404257; 0.9999996433416176; 1.0
0.53125; (1+0j); 0.6032416449916007; 0.9857908443722323; 0.9999995174658617; 1.0
0.546875; (1+0j); 0.600825911896656; 0.9849439159904705; 0.9999992737839195; 1.0
0.5625; (1+0j); 0.5974356326881778; 0.9837294074326947; 0.9999988528031296; 1.0
0.578125; (1+0j); 0.593062530317317; 0.9821176676110686; 0.9999981517449789; 1.0
0.59375; (1+0j); 0.5876959282646139; 0.9800693474088533; 0.9999969994526922; 1.0
0.609375; (1+0j); 0.5813227244742756; 0.9775344390086119; 0.9999951146049104; 0.9999999999999998
0.625; (1+0j); 0.5739273593667358; 0.9744510549982293; 0.9999920370337181; 0.9999999999999989
0.640625; (0.9999999999999998+0j); 0.5654917778513999; 0.9707439174477643; 0.9999870153789612; 0.9999999999999954
0.65625; (0.9999999999999988+0j); 0.5559953852468341; 0.966322520069364; 0.9999788236507086; 0.9999999999999809
0.671875; (0.9999999999999943+0j); 0.5454149970007811; 0.9610789185910948; 0.9999654619153047; 0.9999999999999198
0.6875; (0.9999999999999732+0j); 0.5337247820872495; 0.954885095398741; 0.9999436680303171; 0.9999999999996629
0.703125; (0.9999999999998721+0j); 0.5208961999424856; 0.9475898341057704; 0.9999081212230436; 0.999999999998583
0.71875; (0.9999999999993898+0j); 0.5068979307858625; 0.9390150277470228; 0.9998501430737399; 0.9999999999940437
0.734375; (0.9999999999970889+0j); 0.49169579915557204; 0.9289513304641304; 0.9997555787607985; 0.9999999999749623
0.75; (0.9999999999861121+0j); 0.47525269047243873; 0.9171530465226474; 0.9996013412937552; 0.9999999998947536
0.765625; (0.9999999999337443+0j); 0.4575284604281542; 0.9033321318810337; 0.9993497750410079; 0.999999999557596
0.78125; (0.9999999996839118+0j); 0.43847983697671183; 0.8871511618654216; 0.9989394624603816; 0.9999999981403506
0.796875; (0.9999999984920278+0j); 0.41806031468976346; 0.8682150932625396; 0.998270229581997; 0.9999999921829454
0.8125; (0.9999999928058669+0j); 0.3962200412179756; 0.8460616197100127; 0.9971786894726546; 0.9999999671409343
0.828125; (0.9999999656787109+0j); 0.37290569558119263; 0.8201498849199372; 0.9953983528478474; 0.999999861876595
0.84375; (0.999999836262287+0j); 0.34806035799026214; 0.7898472781796648; 0.9924945672112842; 0.9999994193969111
0.859375; (0.9999992188510591+0j); 0.32162337088270626; 0.7544139897543256; 0.9877584005227886; 0.9999975594292172
0.875; (0.999996273346828+0j); 0.29353019083296955; 0.712984949125723; 0.9800335620869272; 0.9999897410367609
0.890625; (0.9999822211320543+0j); 0.2637122309756961; 0.664548705106635; 0.9674341050199444; 0.9999568763473339
0.90625; (0.9999151817647536+0j); 0.2320966935573282; 0.6079227322083145; 0.9468839899988466; 0.9998187293027652
0.921875; (0.9995953548306737+0j); 0.1986063922072155; 0.5417245603892985; 0.913366099098561; 0.9992380268450252
0.9375; (0.9980695458637723+0j); 0.16315956349432742; 0.46433802334541185; 0.8586973534860104; 0.9967970383643976
0.953125; (0.9907903183960318+0j); 0.1256696673095017; 0.3738738013246065; 0.7695308914393802; 0.9865363193281003
0.96875; (0.9560630663765924+0j); 0.08604517558588078; 0.26812329515645267; 0.6240975571855676; 0.9434052861514226
0.984375; (0.7903886128489014+0j); 0.04418934884171759; 0.14450470537395443; 0.38689116560401277; 0.7621035648678665
1.0; (-4.218847493575595e-15+0j); 0; 0; 0; 0
novoteste;novoteste;novoteste;novoteste;novoteste;novoteste
TEMPO;EXATA;0.1;0.01;0.001;0.0001
0.0; 0j; 0; 0; 0; 0
0.00390625; (0.32336615383827105+0j); 0.011273262832065787; 0.038303460776562125; 0.11613246034904938; 0.3217119047906696
0.0078125; (0.5421666382283857+0j); 0.022395657936902583; 0.07513948908970959; 0.21877817235137406; 0.5399252598972983
0.01171875; (0.6902144515233184+0j); 0.03336888245731813; 0.11056429225803545; 0.30950338527458765; 0.6879367808818108
0.015625; (0.7903886128489022+0j); 0.04419461077449535; 0.1446319242414523; 0.38969245600533586; 0.7883312335194315
0.01953125; (0.8581698409126575+0j); 0.05487449476348265; 0.17739436812098952; 0.460568972659017; 0.8564275955685865
0.0234375; (0.9040329139550015+0j); 0.06541016404525002; 0.20890161541868013; 0.5232144250527344; 0.902616547273593
0.02734375; (0.9350654214644392+0j); 0.07580322623534948; 0.23920174237856967; 0.5785847069302887; 0.9339459633452973
0.03125; (0.9560630663765926+0j); 0.08605526718921776; 0.2683409833252429; 0.6275247017431808; 0.9551963332965945
0.03515625; (0.9702707836138412+0j); 0.09616785124415862; 0.2963638012118045; 0.6707811745489802; 0.9696102062533534
0.0390625; (0.9798842059732591+0j); 0.10614252145804177; 0.3233129554649612; 0.7090141667418186; 0.9793869646857827
0.04296875; (0.9863889729190892+0j); 0.11598079984475483; 0.34922956723072923; 0.7428070674847946; 0.9860184235402369
0.046875; (0.9907903183960318+0j); 0.1256841876064442; 0.37415318212032345; 0.7726755155221552; 0.9905164631350837
0.05078125; (0.9937684177143821+0j); 0.13525416536258034; 0.39812183055197137; 0.7990752672021268; 0.9935674298440483
0.0546875; (0.9957835005104091+0j); 0.14469219337588243; 0.42117208578072624; 0.8224091507668967; 0.9956368642416191
0.05859375; (0.9971469737330191+0j); 0.15399971177513666; 0.4433391197048252; 0.8430332130237884; 0.9970405369573079
0.0625; (0.9980695458637723+0j); 0.1631781407749425; 0.4646567565337472; 0.8612621521883919; 0.9979926314499299
0.06640625; (0.9986937893929654+0j); 0.17222888089242028; 0.4851575243998606; 0.8773741197982527; 0.9986384258097898
0.0703125; (0.9991161736930649+0j); 0.18115331316091313; 0.5048727049924142; 0.8916149649685119; 0.999076460436036
0.07421875; (0.9994019732065996+0j); 0.18995279934071596; 0.523832381289607; 0.904201985751694; 0.9993735741083084
0.078125; (0.9995953548306737+0j); 0.19862868212686347; 0.5420654834615704; 0.9153272448428548; 0.9995751027751347
0.08203125; (0.999726203382748+0j); 0.20718228535400932; 0.5595998330143038; 0.9251605002237322; 0.9997117972706864
0.0859375; (0.9998147399418027+0j); 0.21561491419842724; 0.5764621852419248; 0.9338517954639804; 0.9998045155196996
0.08984375; (0.9998746467742818+0j); 0.22392785537716497; 0.5926782700520073; 0.9415337492043504; 0.999867405204214
0.09375; (0.9999151817647536+0j); 0.2321223773443819; 0.6082728312263049; 0.9483235787565544; 0.9999100625285315
0.09765625; (0.9999426091112605+0j); 0.24019973048489968; 0.6232696641767658; 0.9543248886974997; 0.9999389964837895
0.1015625; (0.9999611673822175+0j); 0.24816114730499583; 0.6376916522544495; 0.9596292517496738; 0.9999586220411883
0.10546875; (0.9999737245364734+0j); 0.25600784262046933; 0.6515608016667499; 0.964317606070001; 0.9999719338231338
0.109375; (0.9999822211320543+0j); 0.2637410137420067; 0.6648982750562029; 0.9684614902681052; 0.9999809630463534
0.11328125; (0.9999879702162014+0j); 0.2713618406578773; 0.6777244237921162; 0.9721241349988649; 0.9999870874609723
0.1171875; (0.99999186024112+0j); 0.2788714862139849; 0.6900588190242943; 0.9753614277856375; 0.9999912415784984
0.12109375; (0.9999944923636421+0j); 0.28627109629130437; 0.7019202815462434; 0.97822276579619; 0.9999940592669627
0.125; (0.999996273346828+0j); 0.29356179998072884; 0.7133269105134229; 0.980751809583662; 0.9999959704715041
0.12890625; (0.9999974784203308+0j); 0.30074470975535544; 0.7242961110603653; 0.9829871492937362; 0.9999972668187922
0.1328125; (0.9999982938138501+0j); 0.3078209216402353; 0.7348446208588036; 0.9849628935035317; 0.9999981461157247
0.13671875; (0.9999988455367032+0j); 0.3147915153796134; 0.7449885356573317; 0.9867091896771872; 0.9999987425323661
0.140625; (0.9999992188510591+0j); 0.321657554601685; 0.7547433338415672; 0.9882526841796573; 0.999999147074674
0.14453125; (0.9999994714481878+0j); 0.32842008698089187; 0.7641239000522944; 0.9896169288679741; 0.9999994214709054
0.1484375; (0.9999996423639543+0j); 0.335080144397785; 0.7731445478976228; 0.9908227404640665; 0.9999996075906024
0.15234375; (0.9999997580113469+0j); 0.34163874309647707; 0.7818190417938204; 0.9918885181927282; 0.999999733833377
0.15625; (0.999999836262287+0j); 0.348096883839709; 0.7901606179681459; 0.9928305245315083; 0.9999998194623483
0.16015625; (0.9999998892095214+0j); 0.35445555206155416; 0.7981820046557283; 0.9936631333564259; 0.9999998775434602
0.1640625; (0.9999999250354124+0j); 0.3607157180177837; 0.8058954415213133; 0.994399049269912; 0.9999999169391869
0.16796875; (0.9999999492764228+0j); 0.3668783369339158; 0.8133126983355088; 0.9950495014576582; 0.9999999436608393
0.171875; (0.9999999656787109+0j); 0.37294434915097163; 0.8204450929340297; 0.9956244150323926; 0.999999961785818
0.17578125; (0.9999999767770541+0j); 0.37891468026895997; 0.827303508487345; 0.9961325624790813; 0.9999999740797751
0.1796875; (0.9999999842865688+0j); 0.38479024128811234; 0.8338984101070778; 0.9965816975124259; 0.9999999824186201
0.18359375; (0.9999999893677606+0j); 0.39057192874789093; 0.8402398608144983; 0.9969786733891608; 0.9999999880747593
0.1875; (0.9999999928058669+0j); 0.3962606248637895; 0.846337536895476; 0.997329547480452; 0.9999999919112512
0.19140625; (0.999999995132206+0j); 0.4018571976619488; 0.85220074266532; 0.997639673700046; 0.9999999945134979
0.1953125; (0.9999999967062859+0j); 0.4073625011116067; 0.8578384246660377; 0.9979137841985105; 0.9999999962785708
0.19921875; (0.9999999977713615+0j); 0.41277737525540403; 0.863259185317674; 0.998156061570121; 0.9999999974757988
0.203125; (0.9999999984920278+0j); 0.41810264633756433; 0.8684712960445631; 0.9983702026741857; 0.9999999982878642
0.20703125; (0.999999998979655+0j); 0.42333912692996895; 0.8734827098965201; 0.9985594750446412; 0.9999999988386785
0.2109375; (0.9999999993096+0j); 0.4284876160561459; 0.8783010736842323; 0.9987267667486638; 0.9999999992122894
0.21484375; (0.999999999532852+0j); 0.43354889931319074; 0.8829337396473658; 0.9988746304550766; 0.9999999994657052
0.21875; (0.9999999996839118+0j); 0.4385237489916396; 0.8873877766731937; 0.999005322384986; 0.9999999996375941
0.22265625; (0.9999999997861241+0j); 0.443412924193311; 0.8916699810828614; 0.9991208367389828; 0.9999999997541844
0.2265625; (0.9999999998552843+0j); 0.448217170947136; 0.8957868870017497; 0.9992229361262283; 0.9999999998332663
0.23046875; (0.9999999999020804+0j); 0.45293722232299266; 0.8997447763297592; 0.999313178459736; 0.9999999998869065
0.234375; (0.9999999999337443+0j); 0.4575737985435642; 0.9035496883267291; 0.9993929407282371; 0.99999999992329
0.23828125; (0.9999999999551692+0j); 0.46212760709423584; 0.9072074288276155; 0.9994634400073621; 0.9999999999479685
0.2421875; (0.9999999999696659+0j); 0.46659934283104854; 0.9107235791014933; 0.99952575203074; 0.9999999999647076
0.24609375; (0.999999999979475+0j); 0.4709896880867258; 0.9141035043678963; 0.9995808276043916; 0.9999999999760614
0.25; (0.9999999999861121+0j); 0.4752993127747894; 0.9173523619834937; 0.9996295071148779; 0.9999999999837625
0.25390625; (0.999999999990603+0j); 0.4795288744917798; 0.9204751093115903; 0.999672533352581; 0.9999999999889861
0.2578125; (0.9999999999936416+0j); 0.48367901861759766; 0.9234765112864635; 0.9997105628457861; 0.9999999999925293
0.26171875; (0.9999999999956977+0j); 0.487750378413981; 0.9263611476840758; 0.9997441758785082; 0.9999999999949326
0.265625; (0.9999999999970889+0j); 0.49174357512113304; 0.929133420110259; 0.9997738853449233; 0.9999999999965627
0.26953125; (0.9999999999980302+0j); 0.4956592180525162; 0.9317975587170303; 0.9998001445755127; 0.9999999999976684
0.2734375; (0.9999999999986672+0j); 0.49949790468782584; 0.9343576286572932; 0.9998233542543369; 0.9999999999984184
0.27734375; (0.9999999999990982+0j); 0.5032602207641584; 0.936817536287768; 0.9998438685329892; 0.9999999999989271
0.28125; (0.9999999999993898+0j); 0.5069467403653879; 0.9391810351296194; 0.9998620004345204; 0.9999999999992721
0.28515625; (0.9999999999995871+0j); 0.510558026009764; 0.941451731595875; 0.9998780266297914; 0.9999999999995062
0.2890625; (0.9999999999997207+0j); 0.5140946287357455; 0.9436330904943753; 0.999892191659135; 0.9999999999996649
0.29296875; (0.9999999999998109+0j); 0.5175570881860825; 0.9457284403146504; 0.9999047116637461; 0.9999999999997726
0.296875; (0.9999999999998721+0j); 0.5209459326901588; 0.9477409783067923; 0.9999157776837343; 0.9999999999998457
0.30078125; (0.9999999999999134+0j); 0.524261679344609; 0.9496737753600712; 0.9999255585731643; 0.9999999999998952
0.3046875; (0.9999999999999415+0j); 0.5275048340922209; 0.9515297806887411; 0.9999342035765646; 0.9999999999999288
0.30859375; (0.9999999999999604+0j); 0.5306758917991365; 0.9533118263321824; 0.9999418446062184; 0.9999999999999516
0.3125; (0.9999999999999732+0j); 0.5337753363303622; 0.9550226314762527; 0.9999485982549856; 0.9999999999999671
0.31640625; (0.9999999999999819+0j); 0.5368036406236013; 0.9566648066024339; 0.9999545675753684; 0.9999999999999778
0.3203125; (0.9999999999999877+0j); 0.539761266761418; 0.9582408574711114; 0.999959843651967; 0.9999999999999849
0.32421875; (0.9999999999999917+0j); 0.5426486660417459; 0.9597531889450611; 0.9999645069913216; 0.9999999999999897
0.328125; (0.9999999999999943+0j); 0.5454662790467506; 0.9612041086589782; 0.9999686287503435; 0.9999999999999929
0.33203125; (0.9999999999999962+0j); 0.5482145357100571; 0.9625958305406488; 0.9999722718220843; 0.9999999999999951
0.3359375; (0.9999999999999974+0j); 0.5508938553823526; 0.9639304781891356; 0.9999754917954069; 0.9999999999999966
0.33984375; (0.9999999999999982+0j); 0.5535046468953742; 0.9652100881151326; 0.9999783378032054; 0.9999999999999976
0.34375; (0.9999999999999988+0j); 0.5560473086242915; 0.9664366128484344; 0.9999808532721124; 0.9999999999999982
0.34765625; (0.9999999999999992+0j); 0.5585222285484945; 0.9676119239172591; 0.9999830765851373; 0.9999999999999987
0.3515625; (0.9999999999999994+0j); 0.5609297843107941; 0.9687378147039754; 0.9999850416673446; 0.999999999999999
0.35546875; (0.9999999999999997+0j); 0.5632703432750453; 0.9698160031815849; 0.9999867785035093; 0.9999999999999992
0.359375; (0.9999999999999998+0j); 0.5655442625822035; 0.970848134535143; 0.9999883135956477; 0.9999999999999993
0.36328125; (0.9999999999999998+0j); 0.5677518892048192; 0.9718357836721103; 0.9999896703674072; 0.9999999999999994
0.3671875; (0.9999999999999999+0j); 0.569893559999982; 0.9727804576254718; 0.9999908695214819; 0.9999999999999996
0.37109375; (0.9999999999999999+0j); 0.571969601760721; 0.9736835978532863; 0.9999919293555107; 0.9999999999999996
0.375; (1+0j); 0.5739803312658691; 0.9745465824381767; 0.9999928660412776; 0.9999999999999996
0.37890625; (1+0j); 0.5759260553284004; 0.9753707281901176; 0.9999936938714732; 0.9999999999999996
0.3828125; (1+0j); 0.5778070708422451; 0.9761572926557275; 0.9999944254777837; 0.9999999999999996
0.38671875; (1+0j); 0.5796236648275931; 0.9769074760371328; 0.9999950720236357; 0.9999999999999996
0.390625; (1+0j); 0.5813761144746884; 0.977622423023331; 0.9999956433745358; 0.9999999999999996
0.39453125; (1+0j); 0.5830646871861263; 0.9783032245368477; 0.9999961482486069; 0.9999999999999996
0.3984375; (1+0j); 0.5846896406176547; 0.9789509193983514; 0.9999965943496161; 0.9999999999999996
0.40234375; (1+0j); 0.5862512227174902; 0.9795664959117693; 0.9999969884845241; 0.9999999999999996
0.40625; (1+0j); 0.5877496717641516; 0.980150893372318; 0.9999973366673528; 0.9999999999999996
0.41015625; (1+0j); 0.589185216402818; 0.9807050034997555; 0.9999976442109505; 0.9999999999999996
0.4140625; (1+0j); 0.5905580756802176; 0.9812296717990374; 0.9999979158080601; 0.9999999999999996
0.41796875; (1+0j); 0.5918684590780517; 0.981725698850454; 0.9999981556029245; 0.9999999999999996
0.421875; (1+0j); 0.5931165665449591; 0.98219384153122; 0.999998367254523; 0.9999999999999996
0.42578125; (1+0j); 0.5943025885270254; 0.9826348141703771; 0.9999985539924027; 0.9999999999999996
0.4296875; (1+0j); 0.595426705996843; 0.9830492896387736; 0.9999987186659576; 0.9999999999999996
0.43359375; (1+0j); 0.5964890904811255; 0.983437900375784; 0.9999988637879068; 0.9999999999999996
0.4375; (1+0j); 0.5974899040868803; 0.9838012393543347; 0.9999989915726355; 0.9999999999999996
0.44140625; (1+0j); 0.5984292995261444; 0.9841398609857087; 0.9999991039699836; 0.9999999999999996
0.4453125; (1+0j); 0.5993074201392865; 0.9844542819655107; 0.9999992026949989; 0.9999999999999996
0.44921875; (1+0j); 0.6001243999168785; 0.9847449820620812; 0.9999992892541053; 0.9999999999999996
0.453125; (1+0j); 0.6008803635201414; 0.9850124048485659; 0.9999993649680902; 0.9999999999999996
0.45703125; (1+0j); 0.6015754262999669; 0.9852569583797536; 0.9999994309922571; 0.9999999999999996
0.4609375; (1+0j); 0.6022096943145183; 0.9854790158147189; 0.9999994883340548; 0.9999999999999996
0.46484375; (1+0j); 0.6027832643454141; 0.9856789159862178; 0.99999953786845; 0.9999999999999996
0.46875; (1+0j); 0.6032962239124954; 0.9858569639177056; 0.9999995803512771; 0.9999999999999996
0.47265625; (1+0j); 0.6037486512871804; 0.9860134312887652; 0.9999996164307731; 0.9999999999999996
0.4765625; (1+0j); 0.6041406155044081; 0.9861485568496573; 0.9999996466574671; 0.9999999999999996
0.48046875; (1+0j); 0.6044721763731715; 0.9862625467856252; 0.9999996714925818; 0.9999999999999996
0.484375; (1+0j); 0.6047433844856442; 0.9863555750315077; 0.9999996913150712; 0.9999999999999996
0.48828125; (1+0j); 0.6049542812249; 0.9864277835371428; 0.9999997064274023; 0.9999999999999996
0.4921875; (1+0j); 0.6051048987712275; 0.9864792824839661; 0.9999997170601712; 0.9999999999999996
0.49609375; (1+0j); 0.6051952601070404; 0.9865101504531344; 0.999999723375621; 0.9999999999999996
0.5; (1+0j); 0.6052253790203843; 0.9865204345454307; 0.9999997254701178; 0.9999999999999996
0.50390625; (1+0j); 0.6051952601070406; 0.9865101504531344; 0.999999723375621; 0.9999999999999996
0.5078125; (1+0j); 0.6051048987712279; 0.9864792824839661; 0.9999997170601715; 0.9999999999999996
0.51171875; (1+0j); 0.6049542812249007; 0.9864277835371427; 0.9999997064274029; 0.9999999999999996
0.515625; (1+0j); 0.604743384485645; 0.9863555750315075; 0.9999996913150717; 0.9999999999999996
0.51953125; (1+0j); 0.6044721763731725; 0.9862625467856251; 0.9999996714925823; 0.9999999999999996
0.5234375; (1+0j); 0.6041406155044092; 0.9861485568496572; 0.9999996466574673; 0.9999999999999996
0.52734375; (1+0j); 0.6037486512871816; 0.9860134312887651; 0.9999996164307731; 0.9999999999999996
0.53125; (1+0j); 0.6032962239124966; 0.9858569639177057; 0.9999995803512769; 0.9999999999999996
0.53515625; (1+0j); 0.6027832643454154; 0.985678915986218; 0.9999995378684492; 0.9999999999999996
0.5390625; (1+0j); 0.6022096943145198; 0.985479015814719; 0.9999994883340537; 0.9999999999999996
0.54296875; (1+0j); 0.6015754262999685; 0.9852569583797536; 0.9999994309922557; 0.9999999999999996
0.546875; (1+0j); 0.6008803635201432; 0.9850124048485659; 0.9999993649680886; 0.9999999999999996
0.55078125; (1+0j); 0.6001243999168804; 0.9847449820620812; 0.9999992892541036; 0.9999999999999996
0.5546875; (1+0j); 0.5993074201392885; 0.9844542819655105; 0.9999992026949971; 0.9999999999999996
0.55859375; (1+0j); 0.5984292995261465; 0.9841398609857085; 0.9999991039699817; 0.9999999999999996
0.5625; (1+0j); 0.5974899040868824; 0.9838012393543345; 0.9999989915726333; 0.9999999999999996
0.56640625; (1+0j); 0.5964890904811276; 0.9834379003757838; 0.9999988637879045; 0.9999999999999996
0.5703125; (1+0j); 0.5954267059968453; 0.9830492896387732; 0.9999987186659551; 0.9999999999999996
0.57421875; (1+0j); 0.5943025885270279; 0.9826348141703766; 0.9999985539923999; 0.9999999999999996
0.578125; (1+0j); 0.5931165665449617; 0.9821938415312194; 0.99999836725452; 0.9999999999999996
0.58203125; (1+0j); 0.5918684590780543; 0.9817256988504532; 0.999998155602921; 0.9999999999999996
0.5859375; (1+0j); 0.5905580756802202; 0.9812296717990365; 0.9999979158080563; 0.9999999999999996
0.58984375; (1+0j); 0.5891852164028206; 0.9807050034997545; 0.9999976442109465; 0.9999999999999996
0.59375; (1+0j); 0.5877496717641544; 0.9801508933723168; 0.9999973366673485; 0.9999999999999996
0.59765625; (1+0j); 0.5862512227174933; 0.9795664959117678; 0.9999969884845195; 0.9999999999999996
0.6015625; (1+0j); 0.5846896406176579; 0.9789509193983499; 0.999996594349611; 0.9999999999999996
0.60546875; (1+0j); 0.5830646871861298; 0.978303224536846; 0.9999961482486016; 0.9999999999999996
0.609375; (1+0j); 0.5813761144746923; 0.9776224230233292; 0.9999956433745303; 0.9999999999999996
0.61328125; (1+0j); 0.5796236648275972; 0.9769074760371308; 0.9999950720236299; 0.9999999999999996
0.6171875; (1+0j); 0.5778070708422495; 0.9761572926557255; 0.9999944254777778; 0.9999999999999996
0.62109375; (1+0j); 0.5759260553284048; 0.9753707281901156; 0.9999936938714671; 0.9999999999999996
0.625; (1+0j); 0.5739803312658737; 0.9745465824381747; 0.9999928660412714; 0.9999999999999996
0.62890625; (0.9999999999999999+0j); 0.5719696017607256; 0.9736835978532843; 0.9999919293555043; 0.9999999999999996
0.6328125; (0.9999999999999999+0j); 0.5698935599999868; 0.9727804576254698; 0.9999908695214752; 0.9999999999999996
0.63671875; (0.9999999999999998+0j); 0.5677518892048243; 0.9718357836721083; 0.9999896703674005; 0.9999999999999994
0.640625; (0.9999999999999998+0j); 0.5655442625822089; 0.970848134535141; 0.9999883135956409; 0.9999999999999993
