4
w ; t
0.3478548451374538573292478221832269;-0.8611363115940525751941005128120565
0.6521451548625461424810167976318098;-0.3399810435848562649820744224760105
0.6521451548625461426978572321289107;0.3399810435848562647110238793546344
0.347854845137453857464773093743915;0.8611363115940525751941005128120565
