novoteste;novoteste;novoteste;novoteste;novoteste
TEMPO;EXATA;EULER EXPLÍCITO;EULER IMPLÍCITO;CRANCK NICOLSON
0.0; 99.0; 99.0; 99.0; 99.0
33.333333333333336; 48.831039462835456; 13.079999999999998; 59.82674772036474; 64.34559999999999
66.66666666666667; 33.619365055942765; 29.691200000000002; 41.966602304117664; 46.370747768888876
100.0; 29.007050274377786; 26.47970133333333; 33.82367886205972; 37.04739163719189
novoteste;novoteste;novoteste;novoteste;novoteste
TEMPO;EXATA;EULER EXPLÍCITO;EULER IMPLÍCITO;CRANCK NICOLSON
0.0; 99.0; 99.0; 99.0; 99.0
11.11111111111111; 75.37041377826158; 70.36; 78.51033386327504; 76.05617777777778
22.22222222222222; 59.495790681669966; 53.11235555555555; 63.85159020425082; 60.42373025229081
33.33333333333333; 48.83103946283546; 42.72544079012346; 53.36441270574383; 49.77278407295649
44.44444444444444; 41.666339055929285; 36.470209898052126; 45.86166250808382; 42.51591311080416
55.55555555555556; 36.85301234371636; 32.70317084971584; 40.4940351806641; 37.57154711039114
66.66666666666666; 33.619365055942765; 30.434576222828873; 36.6539202405387; 34.20277353379862
77.77777777777777; 31.446964259796072; 29.06837812530361; 33.906620203883016; 31.907507485654136
88.88888888888889; 29.98752085143718; 28.245623271016175; 31.941143230122986; 30.34366055086145
100.0; 29.007050274377786; 27.750142014323075; 30.534999131248558; 29.27815564460558
novoteste;novoteste;novoteste;novoteste;novoteste
TEMPO;EXATA;EULER EXPLÍCITO;EULER IMPLÍCITO;CRANCK NICOLSON
0.0; 99.0; 99.0; 99.0; 99.0
3.7037037037037037; 90.05917217308465; 89.45333333333333; 90.57096141268804; 90.08624197530864
7.407407407407407; 82.22859993270464; 81.17248395061728; 83.12871020740931; 82.27602675787769
11.11111111111111; 75.37041377826158; 73.98961385642431; 76.55772320471064; 75.43273332612648
14.814814814814815; 69.3638645906492; 67.7591391302762; 70.75600152149076; 69.43665464080014
18.51851851851852; 64.10319765470823; 62.354779201150684; 65.63348728189177; 64.18290365683504
22.22222222222222; 59.495790681669966; 57.666997366331444; 61.1106656838155; 59.57957857555116
25.925925925925927; 55.460523048554805; 53.60078067849935; 57.11733072148523; 55.54615524265002
29.62962962962963; 51.92634754242863; 50.07371420335018; 53.59149540484307; 52.012078570868674
33.333333333333336; 48.831039462835456; 47.01431061638745; 50.47842955954097; 48.91552834760074
37.03703703703704; 46.1201010583937; 44.36056128280718; 47.72981027166796; 46.20233783824273
40.74074074074074; 43.74580200844481; 42.058679453457195; 45.302971789896496; 43.82504626881953
44.44444444444444; 41.666339055929285; 40.0620101037025; 43.16024324156983; 41.74206861334045
48.148148148148145; 39.84509999550946; 38.33008431958194; 41.268363882354; 39.916968163302755
51.851851851851855; 38.250019058296104; 36.82779906535589; 39.59796680260163; 38.317819154687164
55.55555555555556; 36.85301234371636; 35.524705707801296; 38.12312307620157; 36.916648303130245
59.25925925925926; 35.62948335841581; 34.39439287691505; 36.82093927591375; 35.688945478268174
62.96296296296296; 34.5578899564321; 33.413951154716685; 35.67120210757591; 34.61323495767069
66.66666666666667; 33.619365055942765; 32.56350874235055; 34.656064646976766; 33.67069976047905
70.37037037037037; 32.79738445471104; 31.825828694290735; 33.75976930897229; 32.844852489364094
74.07407407407408; 32.07747589559983; 31.185959556307; 32.96840324860209; 32.12124692297234
77.77777777777777; 31.446964259796072; 30.630932326248516; 32.269682397392295; 31.487225313860247
81.48148148148148; 30.8947484014727; 30.14949759558297; 31.65276078252426; 30.93169697149886
85.18518518518519; 30.411105694712685; 29.731897544020487; 31.108062169004416; 30.444944257188403
88.88888888888889; 29.98752085143718; 29.369668165961475; 30.62713141148199; 30.018452597228297
92.5925925925926; 29.61653599640913; 29.05546772025251; 30.20250320830653; 29.644761540829766
96.29629629629629; 29.291619359647736; 28.782927926233842; 29.827586220545335; 29.317334257385788
100.0; 29.007050274377786; 28.54652489008876; 29.496560757185218; 29.030443190265444
novoteste;novoteste;novoteste;novoteste;novoteste
TEMPO;EXATA;EULER EXPLÍCITO;EULER IMPLÍCITO;CRANCK NICOLSON
0.0; 99.0; 99.0; 99.0; 99.0
1.2345679012345678; 95.88707627032994; 95.81777777777778; 95.95247103334121; 95.88810096021948
2.4691358024691357; 92.90873995936465; 92.77620192043896; 93.03393418894109; 92.910700748686
3.7037037037037033; 90.05917217308465; 89.86905620593068; 90.2389296441739; 90.06198621575409
4.938271604938271; 87.33280559765487; 87.09039915386609; 87.56222867318615; 87.33639546087274
6.172839506172839; 84.72431362234221; 84.43455188262114; 84.99882386531188; 84.72860697339347
7.4074074074074066; 82.22859993270464; 81.89608650311763; 82.54391975751078; 82.23352924272166
8.641975308641975; 79.84078855371895; 79.46981502557243; 80.19292386330542; 79.84629081752561
9.876543209876543; 77.55621432339464; 77.15077875654096; 77.94143808143461; 77.56223079459478
11.11111111111111; 75.37041377826158; 74.9342381645852; 75.7852504681509; 75.37688971877728
12.345679012345679; 73.27911643292393; 72.81566319385415; 73.72032735777043; 73.28600087622962
13.580246913580247; 71.27823643664321; 70.7907240057801; 71.7428058167345; 71.28548196397935
14.814814814814813; 69.3638645906492; 68.85528212996908; 69.84898641706661; 69.37142711953595
16.049382716049383; 67.53226071058307; 67.00538200620008; 68.03532631570579; 67.54009929498854
17.28395061728395; 65.77984631915048; 65.23724290024704; 66.29843262676955; 65.7879229607013
18.51851851851852; 64.10319765470823; 63.547251177001556; 64.63505607434776; 64.1114771243612
19.753086419753085; 62.49903898212519; 61.93195291510445; 63.042084913953275; 62.5074886517482
